3,False,2023-08-09 12:33:42,istvan-HP-ProBook-650-G1,anacron,8484,Anacron 2.3 started on 2023-08-09
4,False,2023-08-09 12:33:42,istvan-HP-ProBook-650-G1,anacron,8484,Normal exit (0 jobs run)
